id,statement,relation,ground_truth,prediction,correct,raw_output,image_url
2084,The train is in front of the car.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000324275.jpg
2085,The person is at the left side of the dining table.,at the left side of,False,False,True, False,http://images.cocodataset.org/train2017/000000172987.jpg
2086,The dining table is touching the teddy bear.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000061946.jpg
2087,The cake is near the banana.,near,True,True,True, True,http://images.cocodataset.org/train2017/000000345225.jpg
2088,The teddy bear is at the back of the cat.,at the back of,False,True,False, True,http://images.cocodataset.org/train2017/000000360178.jpg
2089,The pizza is in the oven.,in,True,True,True, True,http://images.cocodataset.org/train2017/000000484425.jpg
2090,The parking meter is far away from the truck.,far away from,False,False,True, False,http://images.cocodataset.org/train2017/000000519203.jpg
2091,The suitcase contains the cat.,contains,False,True,False, True,http://images.cocodataset.org/train2017/000000501498.jpg
2092,The bed is at the right side of the surfboard.,at the right side of,False,False,True, False,http://images.cocodataset.org/val2017/000000073946.jpg
2093,The dog is at the edge of the bed.,at the edge of,True,True,True, True,http://images.cocodataset.org/train2017/000000165883.jpg
2094,The cow is right of the bench.,right of,False,True,False, True,http://images.cocodataset.org/train2017/000000423455.jpg
2095,The horse is far away from the potted plant.,far away from,True,False,False, False,http://images.cocodataset.org/train2017/000000576386.jpg
2096,The parking meter is behind the car.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000372390.jpg
2097,The giraffe is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000450081.jpg
2098,The sheep is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000016109.jpg
2099,The donut is at the right side of the dog.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000108113.jpg
2100,The bird is facing the book.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000176180.jpg
2101,The teddy bear is touching the person.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000424553.jpg
2102,The train is on top of the cake.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000022429.jpg
2103,The umbrella is behind the cat.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000541158.jpg
2104,The person is touching the hot dog.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000028713.jpg
2105,The bed is under the dog.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000177913.jpg
2106,The truck contains the cow.,contains,False,False,True, False,http://images.cocodataset.org/train2017/000000132528.jpg
2107,The broccoli is beside the bowl.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000045153.jpg
2108,The cat is by the toilet.,by,False,True,False, True,http://images.cocodataset.org/train2017/000000101720.jpg
2109,The car is in front of the bus.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000557191.jpg
2110,The pizza is touching the person.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000407056.jpg
2111,The book is in front of the train.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000253004.jpg
2112,The handbag is attached to the horse.,attached to,True,False,False, False,http://images.cocodataset.org/train2017/000000032607.jpg
2113,The cake is on top of the oven.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000504747.jpg
2114,The person is behind the pizza.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000154846.jpg
2115,The cat is at the edge of the sink.,at the edge of,True,True,True, True,http://images.cocodataset.org/train2017/000000194313.jpg
2116,The parking meter is in front of the car.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000427103.jpg
2117,The bowl is right of the hot dog.,right of,True,True,True, True,http://images.cocodataset.org/train2017/000000453907.jpg
2118,The person is on top of the horse.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000497579.jpg
2119,The giraffe is far from the car.,far from,False,False,True, False,http://images.cocodataset.org/train2017/000000217874.jpg
2120,The bowl is in front of the apple.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000326594.jpg
2121,The couch is touching the cat.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000480566.jpg
2122,The wine glass is at the right side of the sandwich.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000268787.jpg
2123,The bus is away from the elephant.,away from,False,True,False, True,http://images.cocodataset.org/train2017/000000111819.jpg
2124,The motorcycle is parallel to the car.,parallel to,True,True,True, True,http://images.cocodataset.org/train2017/000000540187.jpg
2125,The sandwich contains the banana.,contains,False,False,True, False,http://images.cocodataset.org/train2017/000000557005.jpg
2126,The cat is inside the backpack.,inside,True,True,True, True,http://images.cocodataset.org/train2017/000000433110.jpg
2127,The toilet is under the person.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000177572.jpg
2128,The donut is at the right side of the person.,at the right side of,False,False,True, False,http://images.cocodataset.org/train2017/000000248276.jpg
2129,The chair is beneath the horse.,beneath,False,False,True, False,http://images.cocodataset.org/train2017/000000042472.jpg
2130,The book is on the teddy bear.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000312298.jpg
2131,The zebra is near the car.,near,True,True,True, True,http://images.cocodataset.org/train2017/000000236925.jpg
2132,The cat is on top of the laptop.,on top of,False,True,False, True,http://images.cocodataset.org/train2017/000000137412.jpg
2133,The book is in front of the teddy bear.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000361778.jpg
2134,The umbrella is above the cat.,above,True,True,True, True,http://images.cocodataset.org/train2017/000000308221.jpg
2135,The couch is behind the person.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000090523.jpg
2136,The dining table is touching the bird.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000388905.jpg
2137,The cat is into the toilet.,into,True,True,True, True,http://images.cocodataset.org/train2017/000000116380.jpg
2138,The cat is touching the sandwich.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000318209.jpg
2139,The pizza is below the person.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000208250.jpg
2140,The banana is at the right side of the cake.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000285512.jpg
2141,The bed is parallel to the bicycle.,parallel to,True,True,True, True,http://images.cocodataset.org/train2017/000000002139.jpg
2142,The dining table is touching the pizza.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000328270.jpg
2143,The cake is on the keyboard.,on,False,False,True, False,http://images.cocodataset.org/train2017/000000070211.jpg
2144,The donut is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000225828.jpg
2145,The cat is at the edge of the sink.,at the edge of,True,True,True, True,http://images.cocodataset.org/train2017/000000461300.jpg
2146,The laptop is left of the sandwich.,left of,False,False,True, False,http://images.cocodataset.org/train2017/000000028320.jpg
2147,The refrigerator is behind the cat.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000141376.jpg
2148,The cat is on top of the horse.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000001323.jpg
2149,The oven is right of the cake.,right of,True,True,True, True,http://images.cocodataset.org/train2017/000000524196.jpg
2150,The person is far from the airplane.,far from,False,False,True, False,http://images.cocodataset.org/train2017/000000529905.jpg
2151,The bear is facing the person.,facing,False,True,False, True,http://images.cocodataset.org/train2017/000000015391.jpg
2152,The cake is touching the person.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000297326.jpg
2153,The cake is in front of the oven.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000315768.jpg
2154,The bicycle is far away from the bus.,far away from,True,True,True, True,http://images.cocodataset.org/train2017/000000490959.jpg
2155,The dog is touching the toilet.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000039913.jpg
2156,The keyboard is touching the cat.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000431681.jpg
2157,The hot dog is in the sandwich.,in,True,True,True, True,http://images.cocodataset.org/train2017/000000054385.jpg
2158,The dog is inside the suitcase.,inside,False,True,False, True,http://images.cocodataset.org/train2017/000000157931.jpg
2159,The banana is on top of the cup.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000326849.jpg
2160,The person is facing the dining table.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000042042.jpg
2161,The microwave is next to the cat.,next to,False,True,False, True,http://images.cocodataset.org/train2017/000000295443.jpg
